title,description,website,main_cat_1,main_cat_2,tag_1,tag_2,tag_3,tags
Charte CA,Free chart editor for non-techies,https://www.charte.ca/,BUSINESS TOOLS,,,,,
Charted,"Beautiful, automatic charts",https://www.charted.co/,BUSINESS TOOLS,,DATA VISUALIZATION,,,"[""APACHE"",""DATABASE"",""DATA""]"
Chartify,The fastest way to create beautiful charts and graphs,https://chartify.io/,BUSINESS TOOLS,,,,,
Chartist JS,Simple responsive charts,https://gionkunz.github.io/chartist-js/index.html,DATA VISUALIZATION,DEVELOPER TOOLS,DATA VISUALIZATION,,,"[""UNITED STATES"",""USA""]"
ChartsJS,Simple yet flexible JavaScript charting for designers & developers,https://www.chartjs.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
Chatfuel,Relationship-based Messenger marketing,https://chatfuel.com,BUSINESS TOOLS,,CHATBOT,,,
Chatfuel,Relationship-based Messenger marketing,https://chatfuel.com,BUSINESS TOOLS,,SOCIAL MEDIA,,,"[""PHOTO STOCKS""]"
Chatham House – The Royal Institute for International Affairs,,https://www.chathamhouse.org,NONPROFITS,,,,,
Chatteron,The best AI platform for building chat bots.,https://chatteron.io,BUSINESS TOOLS,,CHATBOT,,,
Cheatography,A collection of 3254 cheat sheets and quick references in 25 languages for everything from maths to linux,https://www.cheatography.com,DEVELOPER TOOLS,,,,,
Cheerful Giving,Spare Change. Big Impact.,https://www.cheerfulgiving.com,NONPROFITS,ACCOUNTING & FINANCE,,,,
Chegg Internships,It's never too soon to look for an Internship !,https://www.chegg.com/internships/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Chinese Academy of Social Sciences (CASS),,http://casseng.cssn.cn,NONPROFITS,,,,,
Chobani Incubator,For Small Food Startups with Big Missions,https://chobaniincubator.com/,RESOURCE BASES,,INCUBATOR,STARTUPS,,"[""DATA VISUALIZATION"",""VISUALIZATION"",""MAPS"",""CHARTS"",""OPEN SOURCE"",""JAVASCRIPT"",""SPATIAL DATA""]"
CIA World Factbook,"The World Factbook provides information on the history, people, government, economy, geography, communications, transportation, military, and transnational issues for 267 world entities",https://www.cia.gov/library/publications/the-world-factbook/,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,TRADE,"[""PHOTO STOCKS""]"
Cicero,,https://www.cicero.de,,,NEWS,,,
CIPPEC,,https://www.cippec.org/en/home/,NONPROFITS,,,,,
City Data – United States,Informative profiles for every city in the United States,http://www.city-data.com,RESOURCE BASES,,RESEARCH,,,
City of New York’s official jobs site,Find a job in New York City government,https://www1.nyc.gov/jobs/index.page,PERSONAL & PROFESSIONAL DEV,,CAREER,,,
CIVICUS,,https://www.civicus.org,,,,,,
Class Central,A search engine and reviews site for free online courses popularly known as MOOCs or Massive Open Online Courses.,https://www.classcentral.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Class Dojo,The Simple Way to Build an amazing Classroom Community,https://www.classdojo.com,PERSONAL & PROFESSIONAL DEV,,,,,"[""DATA VISUALIZATION"",""VISUALIZATION"",""JAVASCRIPT"",""DASHBOARDS"",""CHARTS""]"
Classy,The #1 online and mobile fundraising platform,https://www.classy.org,,,FUNDING,,,
CLEAR,"At CLEAR, we’re working toward a future where you are your ID, enabling you to lead an unstoppable life.",https://www.clearme.com/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Click by Booking,Booking.com's thought leadership conference,https://clickevent.booking.com/,,,,,,
Click To Tweet,"The easiest way to promote, share & track your content on Twitter (and it's free)",https://clicktotweet.com,,,,,,
ClickSign,,https://www.clicksign.com,,,,,,
Climate Watch Data,"Climate Watch offers open data, visualizations and analysis to help policymakers, researchers and other stakeholders gather insights on countries' climate progress.",https://www.climatewatchdata.org/,BUSINESS TOOLS,,,,,
Clingendael The Netherlands Institute of International Relations,,https://www.clingendael.org,NONPROFITS,,,,,
Cloud on Air with Google,Tune in every week to hear from our experts and partners who will help you discover how to get the most from Google Cloud.,https://cloudonair.withgoogle.com/,DEVELOPER TOOLS,,,,,
Cloudera,Advancing digital transformation with an Enterprise Data Cloud from the Edge to AI.,https://www.cloudera.com/,DEVELOPER TOOLS,,,,,
CloudFlare,The Web Performance & Security Company,https://www.cloudflare.com/,DEVELOPER TOOLS,,,,,
CloudPeeps,Search and hire talented independent professionals,https://www.cloudpeeps.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Clutch,Your data-driven field guide for B2B buying and hiring decisions,https://clutch.co/,RESOURCE BASES,,,,,
Code Academy,Join the Millions Learning to Code,https://www.codecademy.com/,PERSONAL & PROFESSIONAL DEV,,MOOCS,PROGRAMMING,,
Code for All,Code for All is international network of organizations supporting each other to empower citizens to meaningfully engage in the public sphere and have a positive impact on their communities.,https://codeforall.org,RESOURCE BASES,,,,,"[""UNITED STATES"",""USA""]"
Code GOV – United States of America (USA),Unlock the tremendous potential of the Federal Government’s software.,https://code.gov/,DEVELOPER TOOLS,,,,,
Codrops,,https://tympanus.net/,DEVELOPER TOOLS,,,,,
Coffitivity,Coffitivity recreates the ambient sounds of a cafe to boost your creativity and help you work better.,https://coffitivity.com/,BUSINESS TOOLS,PERSONAL & PROFESSIONAL DEV,,,,"[""MOOCs"",""ONLINE LEARNING"",""EDUCATION""]"
Cognitive Class,Cognitive Class is an IBM led initiative to democratize data knowledge and skills.,https://cognitiveclass.ai/courses/blockchain-course/,PERSONAL & PROFESSIONAL DEV,,MOOCS,PROGRAMMING,,
CoinTracker,Crypto Portfolio & Tax Manager,https://www.cointracker.io,ACCOUNTING & FINANCE,,BLOCKCHAIN,,,
Colllor,Web color palette the right way. Create consistent color schemes.,http://colllor.com/,CREATIVE,,BRANDING,,,
Colomind,The AI powered color palette generator,http://colormind.io,CREATIVE,,BRANDING,,,
Color – Method of Action,A color matching game,https://color.method.ac/,CREATIVE,,BRANDING,,,
Color Book IO,"Hex to CMYK conversion, color scheme management and a whole lot more.",https://www.colorbook.io/,CREATIVE,,,,,
Color Hunt,A free and open platform for color inspiration with thousands of trendy hand-picked color palettes,https://colorhunt.co/,CREATIVE,,BRANDING,,,
ColorBox,,http://www.colorbox.io,CREATIVE,,,,,
Colordot,A color picker for humans,https://color.hailpixel.com/,CREATIVE,,BRANDING,,,"[""EVENTS"",""CLOUD"",""WEBINARS""]"
ColorSpace,Never waste Hours on finding the perfect Color Palette again!,https://mycolor.space,CREATIVE,,BRANDING,,,
COLOURlovers,"An international community of designers and artists of all kinds who visit the site to get color inspiration, ideas and feedback for both their professional and personal projects.",https://www.colourlovers.com/palettes/search,CREATIVE,,BRANDING,,,
Comisión Nacional de los Mercados y la Competencia (CNMC) Spain,"The Comisión Nacional de los Mercados y la Competencia, abbreviated as CNMC, is a Spanish competition regulator responsible for enforcing competition law.",http://data.cnmc.es/datagraph/,RESOURCE BASES,,,,,
Comment Picker,A platform of social tools that helps businesses to grow online and connect with their audience.,https://commentpicker.com/,MARKETING,,ANALYTICS,SOCIAL MEDIA,,
Commerce Innovated,An accelerator jointly run by Silicon Valley Bank and First Data,http://commerceinnovated.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Committee to Protect Journalists (CPJ),,https://cpj.org,ENTREPRENEURIAL RESOURCES,,,,,
Companisto,Investing in Companies with a Future,https://www.companisto.com/en,,,FUNDING,,,"[""UNITED STATES"",""OPEN SOURCE"",""DATA""]"
Compose,Performance and reliable data layers for developers who'd rather spend their time building apps than managing databases.,https://compose.com/,DEVELOPER TOOLS,,,,,
Compressor .io,Powerful online tool for reducing drastically the size of your images and photos whilst maintaining a high quality with almost no difference before and after compression.,https://compressor.io/,CREATIVE,DEVELOPER TOOLS,,,,
CONCORDE Europe – European NGO Confederation for Relief and Development,,https://concordeurope.org,NONPROFITS,,,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Congress – United States (US),"Presented by the Library of Congress, Congress.gov is the official website for U.S. federal legislative information.",https://www.congress.gov,,,,,,
Consejo Andaluz (CARL) Spain,Access to statistics,https://www.juntadeandalucia.es/empleo/carl/portal/web/guest/estadistica,RESOURCE BASES,,,,,
Consensys,"ConsenSys is a global blockchain technology company building the infrastructure, applications, and practices that enable a decentralized world.",https://new.consensys.net,RESOURCE BASES,,BLOCKCHAIN,,,
ContaSimple,"Your web tool for billing, accounting and taxes.",https://www.contasimple.com/,ACCOUNTING & FINANCE,BUSINESS TOOLS,,,,
Cookie Policy Generator,Protect Your Sites from the EU Cookie Law,https://www.cookiepolicygenerator.com/,LEGAL,CREATIVE,WEB DEV,,,
Cookie Script,Make your website cookies comply with GDPR,https://cookie-script.com/,LEGAL,,,,,
Cookiepedia,Website Benchmarks from Cookiepedia,https://cookiepedia.co.uk/,RESOURCE BASES,,,,,
Coolors,The super fast color schemes generator!,https://coolors.co/,CREATIVE,,BRANDING,,,
Copernicus,"Copernicus is the European Union's (EU) Earth Observation Programme, looking at our planet and its environment for the ultimate benefit of all European citizens.",https://www.copernicus.eu/en,DEVELOPER TOOLS,,,,,
Copywritely,"Make your content perfect for both people and search engines. Check content for SEO issues, get tips how to fix them, rewrite text and publish updated content.",https://copywritely.com/,BUSINESS TOOLS,,,,,
CoRepo,"CoRepo is a search engine without any content sites, only company hompages.",https://corepo.org/,RESOURCE BASES,,COMPANY,RESEARCH,,"[""SPAIN""]"
Coroflot,A World of Creative Work,https://www.coroflot.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Corporation Wiki,Corporation Wiki exists to provide corporate transparency and historical data on companies,https://www.corporationwiki.com/,RESOURCE BASES,BUSINESS TOOLS,RESEARCH,COMPANY,,
Council for the Development of Social Science Research in Africa (CODESRIA),,http://www.codesria.org,NONPROFITS,,,,,
Council of Europe Development Bank (CEB),The social development bank in Europe,https://coebank.org/en/,,,,,INTL ORG,
Council on Foreign Relations (CFR),,https://www.cfr.org,NONPROFITS,,,,,
Council on International Educational Exchange (CIEE),CIEE is a nonprofit study abroad and intercultural exchange organization,https://www.ciee.org,NONPROFITS,PERSONAL & PROFESSIONAL DEV,,,,
Country Economy,International Macroeconomic Data,https://countryeconomy.com/countries,RESOURCE BASES,,COUNTRY PROFILES,RESEARCH,,
Course Buffet,The Most Organized Online Course Catalog,https://www.coursebuffet.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""UNITED STATES"",""USA""]"
Course Hero,An online learning platform of course-specific study resources,https://www.coursehero.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""SPAIN""]"
Court of Justice of the European Union (EU),"Since the establishment of the Court of Justice of the European Union in 1952, its mission has been to ensure that ""the law is observed"" ""in the interpretation and application"" of the Treaties.",https://curia.europa.eu,,,,,INTL ORG,"[""BLOCKCHAIN""]"
Cowo 360,Rome (Italy) Co-Working Space,http://workitout.it,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
CoWorks,Connecting Brands and Freelancers,https://coworks.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Create with Google,"A creative playground full of opportunity, where ideas matter and so do the people who make them.",https://create.withgoogle.com,,,,,,
Creative Booster,"CreativeBooster was built in 2015 to give out some free PSD Mockups, Logo Templates and Resumes in order to see if anyone would be interested in them.",https://creativebooster.net/,CREATIVE,,,,,
CreativeCommons,Search for free content in the public domain and under Creative Commons licenses,https://ccsearch.creativecommons.org/,,,,,,
CreativeLive,"Master your craft, your passion, or something new with creative classes taught by the world’s best.",https://www.creativelive.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""EUROPEAN UNION"",""SPATIAL DATA"",""DATA""]"
Crestle,One-Click Deep Learning,https://crestle.ai/,DEVELOPER TOOLS,,,,,
Crisis Group,,https://www.crisisgroup.org,NONPROFITS,,,,,
CrowdCoinage,Crowdfunding Platform for ICO Campaigns,https://crowdcoinage.com,ENTREPRENEURIAL RESOURCES,,FUNDING,,,
CrowdCube,,https://www.crowdcube.com/,ENTREPRENEURIAL RESOURCES,,FUNDING,,,
CrowdFunder,Where Entrepreneurs and Investors Meet,https://www.crowdfunder.com/?q=filter,ENTREPRENEURIAL RESOURCES,,FUNDING,,,
CrowdJustice,The leading crowdfunding platform for legal action Crowdfund your case,https://www.crowdjustice.com,ENTREPRENEURIAL RESOURCES,,FUNDING,,,
Crowdpac,Crowdfunding For Politics,https://www.crowdpac.com,ENTREPRENEURIAL RESOURCES,,FUNDING,,,"[""NONPROFIT"",""EDUCATION""]"
CrowdRise,"The leading online fundraising platform  for nonprofits, companies, and events",https://www.crowdrise.com,,,FUNDING,,,
Crunchbase,Discover innovative companies and the people behind them,https://www.crunchbase.com,RESOURCE BASES,,COMPANY,RESEARCH,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
CryptoLend,"Lend, sit back, and earn interest on the crypto market  ",https://cryptolend.net,,,FUNDING,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Cube.js,Cube.js is great for building internal business intelligence tools or adding customer‑facing analytics to existing applications,https://cube.dev/,devELOPER TOOLS,,BUSINESS INTELLIGENCE,DATA VISUALIZATION,,
Cupcake,Free original images to use as you want,http://cupcake.nilssonlee.se/,CREATIVE,,PHOTO STOCKS,,,
CurrenciesDirect,"Great rates, no fees and expert support whether you transfer online, over the phone or by app.",https://www.currenciesdirect.com/,,,,,,
CWMUN,"The Change the World Model United Nations (CWMUN) is an annual international meeting attended by more than 3500 students from all over the world, in which they debate the major issues of the international political agenda.",http://www.cwmun.org/,,,,,,
Cyber StartUp Observatory,"The Cyber Startup Observatory© is an initiative to connect state of the art cybersecurity startups coming from the most dynamic innovation hubs from all around the world with the financial services, healthcare, e-commerce, critical infrastructures, public sector, manufacturing, technology & consulting, law enforcement and education verticals globally.",https://cyberstartupobservatory.com,RESOURCE BASES,,,,,
Cyfe,"Social media, web analytics, marketing, sales, support, infrastructure... monitor everything!",https://www.cyfe.com,BUSINESS TOOLS,,ANALYTICS,SOCIAL MEDIA,,
D3 JS,"D3 helps you bring data to life using HTML, SVG, and CSS.",https://d3js.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Dashboardom,"A collection of dashboards and apps, made by Elias Dabbas.",https://www.dashboardom.com/,DEVELOPER TOOLS,BUSINESS TOOLS,,,,
Data 4 SDGs (The Global Partnership for Sustainable Development Data),Better Data. Better Decisions. Better Lives.,http://www.data4sdgs.org/index.php/,,,GLOBAL GOALS,,,
Data Catalog – World Bank,Search and Share Development Data,https://datacatalog.worldbank.org/,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,TRADE,
Data Elixir,Data Elixir is an email newsletter that keeps you on top of the tools and trends in Data Science. Curated weekly with top picks from around the web.,https://dataelixir.com/,RESOURCE BASES,,,,,
Data Gov – United States,The home of the U.S. Government’s open data,https://www.data.gov,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,,
Data Governance Professionals Organization (DGPO),To develop and enrich the expertise of Data Governance professionals globally,https://dgpo.org/,RESOURCE BASES,DEVELOPER TOOLS,,,,
Data School,"This page provides a categorized guide to Data School's blog posts, videos, courses, Jupyter notebooks, and webcast recordings.",https://www.dataschool.io,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Data Science Weekly,"A free weekly newsletter featuring curated news, articles and jobs related to Data Science.",https://www.datascienceweekly.org/,RESOURCE BASES,,NEWS,,,"[""EVENTS"",""FUNDING"",""NONPROFIT""]"
Data USA – United States of America,Data USA puts public US Government data in your hands.,https://datausa.io/,RESOURCE BASES,,COUNTRY PROFILES,,,
Data Valuation Tool for Facebook™ Users (FDVT),Would you like to know the money you are generating for Facebook™?,https://fdvt.org/,MARKETING,,SOCIAL MEDIA,DATA,,
